pca,whiten,mcs,ms,method,n_clusters,noise_pct,ARI_core,ARI_reassign,NMI,top1,k5
128,0,50,15,leaf,2,26.07,0.377,0.2592,0.3627,0.938,0.9149
128,0,75,3,leaf,2,23.53,0.3603,0.2577,0.353,0.938,0.9149
128,0,75,5,leaf,2,24.6,0.3732,0.2646,0.3603,0.938,0.9149
128,0,75,10,leaf,2,25.13,0.3733,0.2592,0.3609,0.938,0.9149
128,0,75,15,leaf,2,26.07,0.377,0.2592,0.3627,0.938,0.9149
128,1,10,3,eom,14,55.73,0.3742,0.2393,0.3838,0.938,0.9121
128,1,10,5,eom,7,53.33,0.2252,0.2432,0.2797,0.938,0.9121
128,1,10,10,eom,3,87.53,0.2951,0.0677,0.5233,0.938,0.9121
128,1,10,15,eom,2,81.47,0.8717,0.1495,0.8536,0.938,0.9121
128,1,15,3,eom,7,60.8,0.2836,0.2448,0.3222,0.938,0.9121
128,1,15,5,eom,4,55.4,0.1731,0.2474,0.2396,0.938,0.9121
128,1,15,10,eom,3,87.53,0.2951,0.0677,0.5233,0.938,0.9121
128,1,15,15,eom,2,81.47,0.8717,0.1495,0.8536,0.938,0.9121
128,1,20,3,eom,3,60.67,0.0953,0.2314,0.1781,0.938,0.9121
128,1,20,5,eom,4,55.4,0.1731,0.2474,0.2396,0.938,0.9121
128,1,20,10,eom,3,87.53,0.2951,0.0677,0.5233,0.938,0.9121
128,1,20,15,eom,2,81.47,0.8717,0.1495,0.8536,0.938,0.9121
128,1,30,3,eom,3,86.73,-0.0023,0.0117,0.0078,0.938,0.9121
128,1,30,5,eom,2,46.53,0.0889,0.1758,0.1492,0.938,0.9121
128,1,30,10,eom,2,88.87,-0.0043,0.0186,0.0084,0.938,0.9121
128,1,30,15,eom,2,92.53,0.0,0.0112,0.0,0.938,0.9121
128,1,40,3,eom,2,83.47,-0.0141,0.0362,0.0122,0.938,0.9121
128,1,40,5,eom,2,46.53,0.0889,0.1758,0.1492,0.938,0.9121
128,1,40,10,eom,2,88.87,-0.0043,0.0186,0.0084,0.938,0.9121
128,1,40,15,eom,2,92.53,0.0,0.0112,0.0,0.938,0.9121
128,1,50,3,eom,2,83.47,-0.0141,0.0362,0.0122,0.938,0.9121
128,1,50,5,eom,2,90.73,0.0,0.0053,0.0,0.938,0.9121
128,1,50,10,eom,2,88.87,-0.0043,0.0186,0.0084,0.938,0.9121
128,1,50,15,eom,2,92.53,0.0,0.0112,0.0,0.938,0.9121
128,1,75,3,eom,0,100.0,0.0,0.0,0.0,0.938,0.9121
128,1,75,5,eom,0,100.0,0.0,0.0,0.0,0.938,0.9121
128,1,75,10,eom,0,100.0,0.0,0.0,0.0,0.938,0.9121
128,1,75,15,eom,0,100.0,0.0,0.0,0.0,0.938,0.9121
128,1,10,3,leaf,18,74.53,0.2202,0.1333,0.5176,0.938,0.9121
128,1,10,5,leaf,10,78.0,0.2737,0.1645,0.5331,0.938,0.9121
128,1,10,10,leaf,4,90.47,0.2451,0.0377,0.4805,0.938,0.9121
128,1,10,15,leaf,4,91.67,0.2994,0.0338,0.5199,0.938,0.9121
128,1,15,3,leaf,11,79.6,0.2101,0.1211,0.5104,0.938,0.9121
128,1,15,5,leaf,7,80.07,0.2625,0.136,0.5005,0.938,0.9121
128,1,15,10,leaf,4,90.47,0.2451,0.0377,0.4805,0.938,0.9121
128,1,15,15,leaf,4,91.67,0.2994,0.0338,0.5199,0.938,0.9121
128,1,20,3,leaf,5,83.53,0.1223,0.0862,0.3291,0.938,0.9121
128,1,20,5,leaf,7,80.07,0.2625,0.136,0.5005,0.938,0.9121
128,1,20,10,leaf,4,90.47,0.2451,0.0377,0.4805,0.938,0.9121
128,1,20,15,leaf,3,91.2,0.3543,0.0619,0.5926,0.938,0.9121
128,1,30,3,leaf,3,86.73,-0.0023,0.0117,0.0078,0.938,0.9121
128,1,30,5,leaf,4,84.67,0.2651,0.1137,0.5221,0.938,0.9121
128,1,30,10,leaf,2,88.87,-0.0043,0.0186,0.0084,0.938,0.9121
128,1,30,15,leaf,2,92.53,0.0,0.0112,0.0,0.938,0.9121
128,1,40,3,leaf,3,86.73,-0.0023,0.0117,0.0078,0.938,0.9121
128,1,40,5,leaf,4,84.67,0.2651,0.1137,0.5221,0.938,0.9121
128,1,40,10,leaf,2,88.87,-0.0043,0.0186,0.0084,0.938,0.9121
128,1,40,15,leaf,2,92.53,0.0,0.0112,0.0,0.938,0.9121
128,1,50,3,leaf,2,83.47,-0.0141,0.0362,0.0122,0.938,0.9121
128,1,50,5,leaf,2,90.73,0.0,0.0053,0.0,0.938,0.9121
128,1,50,10,leaf,2,88.87,-0.0043,0.0186,0.0084,0.938,0.9121
128,1,50,15,leaf,2,92.53,0.0,0.0112,0.0,0.938,0.9121
128,1,75,3,leaf,0,100.0,0.0,0.0,0.0,0.938,0.9121
128,1,75,5,leaf,0,100.0,0.0,0.0,0.0,0.938,0.9121
128,1,75,10,leaf,0,100.0,0.0,0.0,0.0,0.938,0.9121
128,1,75,15,leaf,0,100.0,0.0,0.0,0.0,0.938,0.9121
256,0,10,3,eom,4,26.87,0.3551,0.2504,0.345,0.9393,0.9151
256,0,10,5,eom,3,32.07,0.3748,0.2526,0.3487,0.9393,0.9151
256,0,10,10,eom,3,34.53,0.3696,0.2487,0.3405,0.9393,0.9151
256,0,10,15,eom,2,26.13,0.3771,0.26,0.3625,0.9393,0.9151
256,0,15,3,eom,2,23.8,0.3638,0.2585,0.3557,0.9393,0.9151
256,0,15,5,eom,2,25.8,0.3774,0.2623,0.3615,0.9393,0.9151
256,0,15,10,eom,2,25.2,0.3715,0.2577,0.3562,0.9393,0.9151
256,0,15,15,eom,2,26.13,0.3771,0.26,0.3625,0.9393,0.9151
256,0,20,3,eom,2,23.8,0.3638,0.2585,0.3557,0.9393,0.9151
256,0,20,5,eom,2,25.8,0.3774,0.2623,0.3615,0.9393,0.9151
256,0,20,10,eom,2,25.2,0.3715,0.2577,0.3562,0.9393,0.9151
256,0,20,15,eom,2,26.13,0.3771,0.26,0.3625,0.9393,0.9151
256,0,30,3,eom,2,23.8,0.3638,0.2585,0.3557,0.9393,0.9151
256,0,30,5,eom,2,25.8,0.3774,0.2623,0.3615,0.9393,0.9151
256,0,30,10,eom,2,25.2,0.3715,0.2577,0.3562,0.9393,0.9151
256,0,30,15,eom,2,26.13,0.3771,0.26,0.3625,0.9393,0.9151
256,0,40,3,eom,2,23.8,0.3638,0.2585,0.3557,0.9393,0.9151
256,0,40,5,eom,2,25.8,0.3774,0.2623,0.3615,0.9393,0.9151
256,0,40,10,eom,2,25.2,0.3715,0.2577,0.3562,0.9393,0.9151
256,0,40,15,eom,2,26.13,0.3771,0.26,0.3625,0.9393,0.9151
256,0,50,3,eom,2,23.8,0.3638,0.2585,0.3557,0.9393,0.9151
256,0,50,5,eom,2,25.8,0.3774,0.2623,0.3615,0.9393,0.9151
256,0,50,10,eom,2,25.2,0.3715,0.2577,0.3562,0.9393,0.9151
256,0,50,15,eom,2,26.13,0.3771,0.26,0.3625,0.9393,0.9151
256,0,75,3,eom,2,23.8,0.3638,0.2585,0.3557,0.9393,0.9151
256,0,75,5,eom,2,25.8,0.3774,0.2623,0.3615,0.9393,0.9151
256,0,75,10,eom,2,25.2,0.3715,0.2577,0.3562,0.9393,0.9151
256,0,75,15,eom,2,26.13,0.3771,0.26,0.3625,0.9393,0.9151
256,0,10,3,leaf,10,87.33,0.3877,0.2375,0.6202,0.9393,0.9151
256,0,10,5,leaf,7,89.53,0.5209,0.2805,0.6739,0.9393,0.9151
256,0,10,10,leaf,4,71.93,0.299,0.2068,0.4944,0.9393,0.9151
256,0,10,15,leaf,3,64.07,0.2359,0.2204,0.4315,0.9393,0.9151
256,0,15,3,leaf,4,86.87,0.743,0.3453,0.8176,0.9393,0.9151
256,0,15,5,leaf,3,63.8,0.2539,0.2292,0.4521,0.9393,0.9151
256,0,15,10,leaf,3,62.6,0.26,0.2224,0.4522,0.9393,0.9151
256,0,15,15,leaf,3,64.07,0.2359,0.2204,0.4315,0.9393,0.9151
256,0,20,3,leaf,4,86.87,0.743,0.3453,0.8176,0.9393,0.9151
256,0,20,5,leaf,2,25.8,0.3774,0.2623,0.3615,0.9393,0.9151
256,0,20,10,leaf,3,62.6,0.26,0.2224,0.4522,0.9393,0.9151
256,0,20,15,leaf,2,26.13,0.3771,0.26,0.3625,0.9393,0.9151
256,0,30,3,leaf,3,60.2,0.3326,0.2245,0.5366,0.9393,0.9151
256,0,30,5,leaf,2,25.8,0.3774,0.2623,0.3615,0.9393,0.9151
256,0,30,10,leaf,2,25.2,0.3715,0.2577,0.3562,0.9393,0.9151
256,0,30,15,leaf,2,26.13,0.3771,0.26,0.3625,0.9393,0.9151
256,0,40,3,leaf,2,23.8,0.3638,0.2585,0.3557,0.9393,0.9151
256,0,40,5,leaf,2,25.8,0.3774,0.2623,0.3615,0.9393,0.9151
256,0,40,10,leaf,2,25.2,0.3715,0.2577,0.3562,0.9393,0.9151
256,0,40,15,leaf,2,26.13,0.3771,0.26,0.3625,0.9393,0.9151
256,0,50,3,leaf,2,23.8,0.3638,0.2585,0.3557,0.9393,0.9151
256,0,50,5,leaf,2,25.8,0.3774,0.2623,0.3615,0.9393,0.9151
256,0,50,10,leaf,2,25.2,0.3715,0.2577,0.3562,0.9393,0.9151
256,0,50,15,leaf,2,26.13,0.3771,0.26,0.3625,0.9393,0.9151
256,0,75,3,leaf,2,23.8,0.3638,0.2585,0.3557,0.9393,0.9151
256,0,75,5,leaf,2,25.8,0.3774,0.2623,0.3615,0.9393,0.9151
256,0,75,10,leaf,2,25.2,0.3715,0.2577,0.3562,0.9393,0.9151
256,0,75,15,leaf,2,26.13,0.3771,0.26,0.3625,0.9393,0.9151
256,1,10,3,eom,2,6.87,0.0002,0.002,0.0152,0.9387,0.9029
256,1,10,5,eom,3,47.67,0.0388,0.1674,0.0723,0.9387,0.9029
256,1,10,10,eom,2,80.33,0.7929,0.1568,0.7377,0.9387,0.9029
256,1,10,15,eom,2,90.93,0.0,0.017,0.0,0.9387,0.9029
256,1,15,3,eom,3,58.8,0.0612,0.2225,0.1336,0.9387,0.9029
256,1,15,5,eom,2,84.67,-0.0093,0.0422,0.0098,0.9387,0.9029
256,1,15,10,eom,3,92.53,0.0,-0.0008,0.0,0.9387,0.9029
256,1,15,15,eom,2,90.93,0.0,0.017,0.0,0.9387,0.9029
256,1,20,3,eom,2,60.07,-0.0444,0.1983,0.0236,0.9387,0.9029
256,1,20,5,eom,2,84.67,-0.0093,0.0422,0.0098,0.9387,0.9029
256,1,20,10,eom,2,90.87,0.0,0.0232,0.0,0.9387,0.9029
256,1,20,15,eom,2,90.93,0.0,0.017,0.0,0.9387,0.9029
256,1,30,3,eom,3,86.33,0.0,0.0157,0.0,0.9387,0.9029
256,1,30,5,eom,2,84.67,-0.0093,0.0422,0.0098,0.9387,0.9029
256,1,30,10,eom,2,90.87,0.0,0.0232,0.0,0.9387,0.9029
256,1,30,15,eom,2,90.93,0.0,0.017,0.0,0.9387,0.9029
256,1,40,3,eom,3,86.33,0.0,0.0157,0.0,0.9387,0.9029
256,1,40,5,eom,2,84.67,-0.0093,0.0422,0.0098,0.9387,0.9029
256,1,40,10,eom,2,90.87,0.0,0.0232,0.0,0.9387,0.9029
256,1,40,15,eom,2,90.93,0.0,0.017,0.0,0.9387,0.9029
256,1,50,3,eom,2,85.67,0.0,-0.0005,0.0,0.9387,0.9029
256,1,50,5,eom,2,84.67,-0.0093,0.0422,0.0098,0.9387,0.9029
256,1,50,10,eom,2,90.87,0.0,0.0232,0.0,0.9387,0.9029
256,1,50,15,eom,2,90.93,0.0,0.017,0.0,0.9387,0.9029
256,1,75,3,eom,2,85.67,0.0,-0.0005,0.0,0.9387,0.9029
256,1,75,5,eom,0,100.0,0.0,0.0,0.0,0.9387,0.9029
256,1,75,10,eom,0,100.0,0.0,0.0,0.0,0.9387,0.9029
256,1,75,15,eom,0,100.0,0.0,0.0,0.0,0.9387,0.9029
256,1,10,3,leaf,17,82.13,0.1255,0.0729,0.4525,0.9387,0.9029
256,1,10,5,leaf,6,87.33,0.2342,0.0934,0.5247,0.9387,0.9029
256,1,10,10,leaf,4,91.67,0.202,0.033,0.4287,0.9387,0.9029
256,1,10,15,leaf,3,93.8,0.0,0.0012,0.0,0.9387,0.9029
256,1,15,3,leaf,8,86.67,0.1378,0.0677,0.4477,0.9387,0.9029
256,1,15,5,leaf,3,89.33,0.0,0.0058,0.0,0.9387,0.9029
256,1,15,10,leaf,3,92.53,0.0,-0.0008,0.0,0.9387,0.9029
256,1,15,15,leaf,2,90.93,0.0,0.017,0.0,0.9387,0.9029
256,1,20,3,leaf,4,85.0,0.0,0.0364,0.0,0.9387,0.9029
256,1,20,5,leaf,3,89.33,0.0,0.0058,0.0,0.9387,0.9029
256,1,20,10,leaf,2,90.87,0.0,0.0232,0.0,0.9387,0.9029
256,1,20,15,leaf,2,90.93,0.0,0.017,0.0,0.9387,0.9029
256,1,30,3,leaf,3,86.33,0.0,0.0157,0.0,0.9387,0.9029
256,1,30,5,leaf,3,89.33,0.0,0.0058,0.0,0.9387,0.9029
256,1,30,10,leaf,2,90.87,0.0,0.0232,0.0,0.9387,0.9029
256,1,30,15,leaf,2,90.93,0.0,0.017,0.0,0.9387,0.9029
256,1,40,3,leaf,3,86.33,0.0,0.0157,0.0,0.9387,0.9029
256,1,40,5,leaf,3,89.33,0.0,0.0058,0.0,0.9387,0.9029
256,1,40,10,leaf,2,90.87,0.0,0.0232,0.0,0.9387,0.9029
256,1,40,15,leaf,2,90.93,0.0,0.017,0.0,0.9387,0.9029
256,1,50,3,leaf,2,85.67,0.0,-0.0005,0.0,0.9387,0.9029
256,1,50,5,leaf,2,84.67,-0.0093,0.0422,0.0098,0.9387,0.9029
256,1,50,10,leaf,2,90.87,0.0,0.0232,0.0,0.9387,0.9029
256,1,50,15,leaf,2,90.93,0.0,0.017,0.0,0.9387,0.9029
256,1,75,3,leaf,2,85.67,0.0,-0.0005,0.0,0.9387,0.9029
256,1,75,5,leaf,0,100.0,0.0,0.0,0.0,0.9387,0.9029
256,1,75,10,leaf,0,100.0,0.0,0.0,0.0,0.9387,0.9029
256,1,75,15,leaf,0,100.0,0.0,0.0,0.0,0.9387,0.9029
